time,j0,j1,j2,j3,j4,j5,j6
0.434674,-0.816961,0.168926,-0.251467,-0.416200,-1.590274,-0.933641,-0.618988
0.436679,0.497473,-1.646524,2.238464,1.318989,0.725680,-0.965719,1.460277
0.438674,-2.488578,-0.446555,-1.678364,1.364056,1.397318,-0.094613,-0.519209
0.440673,0.540108,-0.731379,1.763130,-1.035454,-2.697597,-0.016262,-0.613535
0.442680,-1.705751,-0.717750,-2.896054,2.441083,1.024215,-0.999868,-0.318681
0.446678,0.842026,-0.977820,0.174839,-1.100340,1.571471,-0.411446,-0.441467
0.448684,-0.972639,0.016151,0.881809,0.760061,-0.797562,-0.552437,0.819885
0.450670,-0.077547,-1.797889,-0.059573,1.236386,-0.877778,-0.059216,-1.796715
0.452678,-0.199512,1.406094,1.773786,-1.615626,1.914862,-0.442410,0.597373
0.454672,-2.343220,-2.540627,-1.229114,3.441791,-1.069623,-1.584420,-0.637807
0.456685,0.793020,0.561642,1.432900,-1.083627,0.549099,-0.679614,0.304536
0.460674,-1.390954,-1.598778,-2.909180,0.866821,-0.597827,-0.159605,-1.478879
0.462675,0.999469,0.883104,1.965226,1.966303,-1.640987,0.267379,-0.697340
0.464676,-1.122583,-1.756320,-2.293157,-2.213000,3.206842,-0.640018,-0.524911
0.466674,-1.770745,-0.190689,0.905871,1.778821,0.666507,-1.315835,0.955302
0.468677,0.999232,-1.917612,-1.192331,0.406696,-0.620012,0.208051,-0.989289
0.470678,-1.584090,-0.068711,1.560449,-0.593089,-1.700684,-0.341030,-1.575511
0.474674,-0.581430,-0.373936,1.851003,1.480627,-1.369231,-0.485169,1.158382
0.476684,-0.296453,0.593289,-2.096186,0.090537,2.035045,-1.075984,-2.056480
0.478675,0.599867,-2.652803,0.886294,-0.746334,1.482000,-0.083773,1.309933
0.480674,-1.279632,-0.498779,-2.564673,2.167993,-1.077196,0.608672,-2.150853
0.482672,-0.489961,0.485287,1.369591,0.115838,-0.410371,-2.348453,1.723516
0.484710,-3.591792,-1.343896,-2.209153,-0.134319,-0.074267,0.681174,-2.140088
0.488681,2.586263,0.166612,3.080371,1.256657,-1.009249,-0.315683,2.029621
0.490674,-1.157102,-1.559441,-2.139902,0.990210,2.331686,-1.479593,-0.859754
0.492674,1.567675,0.070268,2.547744,-1.286322,-0.005010,-0.403923,-0.300012
0.494671,-3.118019,-0.433190,-1.656924,2.243595,1.135145,0.328564,0.668733
0.496687,0.638693,-0.788064,1.986418,0.571616,0.442747,-1.852734,-0.787458
0.500673,-0.999562,-1.343409,-1.354998,-0.190916,-1.887418,-0.142523,1.202205
0.502677,-0.668464,-0.145002,0.191423,0.827478,0.724991,0.118286,-1.186102
0.504671,0.916578,0.064990,-1.640676,0.870910,-0.291467,-1.492452,2.128782
0.506673,-1.016949,-0.697027,-0.608337,0.803737,-0.921858,-0.481607,-1.546543
0.508675,1.042939,-0.237568,0.021316,-0.402062,1.528764,0.260437,0.521700
0.510680,-2.072356,-1.099605,0.556222,0.992537,-2.042947,-2.354675,-1.048070
0.514678,-1.774761,0.246713,1.856983,1.426534,2.302692,0.440639,0.002816
0.516685,-2.132662,-0.441633,0.535105,-0.186743,-0.362517,0.368002,-0.588176
0.518674,1.920112,-0.222562,-0.603713,0.714583,-1.247573,-1.948405,-0.553341
0.520673,-0.016709,-1.744441,-1.501321,0.279313,2.241094,0.975073,0.484242
0.522677,-0.884378,-0.002492,1.881585,0.803005,-2.155923,-2.420772,-1.316615
0.524681,-1.873300,-0.578752,-2.948256,1.026524,2.783726,1.138682,0.588807
0.528674,0.025837,-0.537820,0.498223,0.461645,0.518567,-0.290468,-1.012886
0.530674,-1.219678,-0.413387,2.283740,0.011336,-2.538857,-1.994975,0.459685
0.532676,-0.998477,-0.235995,-0.700995,-0.101921,2.666272,1.752742,-0.007574
0.534673,0.047041,-1.017678,1.454805,0.907143,-0.856663,-3.031100,-1.175957
0.536676,0.097527,-0.731936,-0.598624,0.182228,1.031080,1.125283,0.483779
0.538676,-0.045402,-0.279216,0.417376,0.626245,-2.200430,-1.125912,-1.584382
0.542674,-0.360067,-0.496782,-2.308341,0.198448,-2.135775,-0.166825,1.094231
0.544676,-1.494784,-2.233957,1.164440,0.242005,3.508016,-0.285115,0.379225
0.546676,-0.669605,-1.666514,-2.664874,0.790993,-1.775204,-0.473779,-2.747572
0.548677,-1.822937,0.212226,1.647213,0.217951,0.853132,0.658545,2.112717
0.550679,1.059602,-0.911649,1.585077,-0.135197,2.432549,-1.818971,-2.117317
0.552681,-1.347473,-1.964810,-0.406626,0.653595,-3.374519,0.835964,-0.547002
0.556675,0.411133,-0.616151,1.091232,0.421509,2.528849,-2.700185,0.857146
0.558676,-1.556277,-1.845455,-1.849785,-0.253611,2.955159,1.440275,-0.226531
0.560675,-1.225692,2.264176,1.117584,1.108708,-1.772301,-1.953897,0.414050
0.562678,-0.691360,-1.920976,-2.443452,0.609964,-0.489399,1.070352,-1.107425
0.564669,-0.013675,-0.693200,-0.034171,0.888350,-2.305340,-2.016002,0.504508
0.566674,-1.307579,-1.192599,-0.622099,0.518234,3.024036,0.790081,0.742175
0.568696,-0.075698,0.517118,1.214542,0.803038,-0.236912,-2.048330,-2.277439
0.572678,1.488045,0.264350,2.039043,0.536691,-1.471973,0.966694,1.545595
0.574673,0.114790,-2.084214,-1.100499,0.853690,-1.092866,-2.586836,-0.434657
0.576673,-1.751440,0.185055,1.306470,0.677305,0.288889,1.439498,-2.192878
0.578677,0.737157,0.084057,-2.730265,0.403525,4.327050,-1.168788,1.333143
0.580680,-0.128838,-0.904804,2.446464,1.229580,1.477398,1.084171,0.376037
0.582698,-0.094865,-0.213983,-3.515397,0.406616,-0.534092,-3.399345,-1.690023
0.586675,-0.197729,-1.452692,0.628398,1.311564,0.025902,1.078034,1.557732
0.588674,-1.263154,0.254516,-0.891025,0.174084,1.247900,-2.428981,-0.795149
0.590672,-0.867033,-0.639771,0.826078,0.740324,-0.008244,0.252806,-0.761477
0.592676,1.379635,-0.354688,2.529105,0.327441,-2.217871,-0.906167,0.585334
0.594677,-1.083158,-0.315284,-1.746671,1.140451,1.275424,-1.058685,-1.192166
0.596702,-0.933856,-2.326155,2.082552,0.257664,1.175973,0.921565,1.149928
0.600670,-0.590629,0.732013,-1.222885,0.312067,0.351959,-2.920215,-0.465967
0.602680,0.436594,-0.023853,1.081981,0.577811,1.255908,0.448140,-1.789057
0.604682,0.893235,-1.662615,-2.972626,0.339458,-0.651089,-0.163341,0.266218
0.606677,-3.666560,-0.039442,0.041042,0.026344,-3.981972,-1.656024,-1.057936
0.608679,-0.601252,-1.119246,0.187224,-0.042607,0.794096,1.431498,0.092938
