time,j0,j1,j2,j3,j4,j5,j6
0.649037,-0.524507,-0.490016,-0.182529,0.077342,-0.633015,-0.216333,-0.165094
0.651351,-0.524570,-0.490664,-0.180956,0.076883,-0.633142,-0.218834,-0.168096
0.653696,-0.525615,-0.487644,-0.185173,0.081760,-0.626972,-0.216751,-0.166731
0.656078,-0.526104,-0.491552,-0.188602,0.083793,-0.629260,-0.218973,-0.166934
0.658368,-0.523007,-0.493434,-0.187175,0.082987,-0.631523,-0.224505,-0.165084
0.660657,-0.521818,-0.492738,-0.187355,0.087566,-0.624672,-0.223951,-0.169191
0.662981,-0.527895,-0.490157,-0.183466,0.086297,-0.629129,-0.224572,-0.166815
0.665269,-0.528385,-0.496022,-0.181634,0.086003,-0.617869,-0.226783,-0.166669
0.667611,-0.524951,-0.499701,-0.180316,0.089328,-0.619372,-0.233859,-0.164957
0.670044,-0.525927,-0.499123,-0.185032,0.087812,-0.624117,-0.237448,-0.169847
0.672366,-0.527210,-0.498135,-0.179470,0.091762,-0.623243,-0.233535,-0.170900
0.674674,-0.532320,-0.499508,-0.185737,0.087837,-0.617587,-0.235355,-0.173331
0.676997,-0.531674,-0.501600,-0.185909,0.095408,-0.614570,-0.236456,-0.167199
0.679292,-0.532768,-0.504795,-0.186628,0.090289,-0.609249,-0.240839,-0.167931
0.681631,-0.535878,-0.505320,-0.184144,0.095444,-0.617231,-0.242861,-0.167267
0.684015,-0.536635,-0.507204,-0.179650,0.095127,-0.614096,-0.241178,-0.171842
0.686324,-0.540217,-0.507675,-0.182137,0.095305,-0.612787,-0.245597,-0.170999
0.688622,-0.539749,-0.506893,-0.179017,0.098077,-0.614965,-0.245005,-0.169744
0.690959,-0.535643,-0.505555,-0.184613,0.096161,-0.612359,-0.245748,-0.167434
0.693270,-0.543229,-0.508582,-0.183923,0.102901,-0.612337,-0.248847,-0.172098
0.695621,-0.539173,-0.508270,-0.184644,0.102260,-0.611654,-0.250246,-0.175759
