time,j0,j1,j2,j3,j4,j5,j6
0.338804,-0.324435,-0.254235,-0.180012,-0.123731,-0.702230,-0.002500,-0.083800
0.340805,-0.325506,-0.255515,-0.180088,-0.122837,-0.702232,-0.003500,-0.084239
0.342801,-0.326608,-0.256783,-0.180220,-0.121885,-0.702234,-0.004500,-0.084873
0.344852,-0.327687,-0.258039,-0.180310,-0.120909,-0.702235,-0.005500,-0.085419
0.346800,-0.328794,-0.259346,-0.180451,-0.120028,-0.702236,-0.006500,-0.085934
0.348828,-0.329923,-0.260634,-0.180547,-0.119086,-0.702216,-0.007000,-0.086437
0.350818,-0.331026,-0.261907,-0.180612,-0.118111,-0.702197,-0.008500,-0.086936
0.352816,-0.332106,-0.263225,-0.180736,-0.117116,-0.702180,-0.009500,-0.087583
0.354801,-0.333169,-0.264523,-0.180820,-0.116112,-0.702164,-0.010000,-0.088141
0.356824,-0.334261,-0.265803,-0.180957,-0.115102,-0.702150,-0.011500,-0.088508
0.358882,-0.335379,-0.267072,-0.181051,-0.114211,-0.702115,-0.012500,-0.088954
0.360790,-0.336473,-0.268330,-0.181114,-0.113257,-0.702061,-0.013000,-0.089431
0.362823,-0.337546,-0.269635,-0.181237,-0.112278,-0.702034,-0.014500,-0.089919
0.364813,-0.338603,-0.270924,-0.181401,-0.111402,-0.702009,-0.015000,-0.090558
0.366816,-0.339690,-0.272197,-0.181512,-0.110458,-0.701942,-0.016480,-0.091115
0.368816,-0.340804,-0.273514,-0.181588,-0.109480,-0.701882,-0.017488,-0.091488
0.370800,-0.341894,-0.274812,-0.181639,-0.108482,-0.701826,-0.017979,-0.091933
0.372858,-0.342965,-0.276092,-0.181675,-0.107476,-0.701754,-0.019368,-0.092552
0.374801,-0.344063,-0.277361,-0.181857,-0.106595,-0.701688,-0.020062,-0.093103
0.376828,-0.345142,-0.278620,-0.181982,-0.105641,-0.701628,-0.021211,-0.093475
0.378804,-0.346203,-0.279925,-0.182067,-0.104528,-0.701573,-0.022150,-0.094062
0.380816,-0.347294,-0.281265,-0.182125,-0.103598,-0.701501,-0.023094,-0.094599
0.382808,-0.348409,-0.282581,-0.182165,-0.102753,-0.701413,-0.024180,-0.094969
0.384810,-0.349502,-0.283826,-0.182271,-0.101684,-0.701311,-0.025036,-0.095551
0.386828,-0.350574,-0.285065,-0.182423,-0.100648,-0.701218,-0.026156,-0.096087
0.388788,-0.351674,-0.286353,-0.182527,-0.099754,-0.701134,-0.027012,-0.096459
0.390819,-0.352754,-0.287680,-0.182597,-0.098796,-0.701034,-0.028111,-0.096901
0.392820,-0.353817,-0.288986,-0.182725,-0.097806,-0.700922,-0.028997,-0.097511
0.394806,-0.354867,-0.290274,-0.182812,-0.096944,-0.700797,-0.030406,-0.098060
0.396843,-0.355946,-0.291550,-0.182871,-0.095992,-0.700683,-0.030872,-0.098440
0.398815,-0.357052,-0.292814,-0.182912,-0.094867,-0.700580,-0.032029,-0.099020
0.400881,-0.358137,-0.294071,-0.183019,-0.093947,-0.700463,-0.032981,-0.099557
0.402778,-0.359205,-0.295370,-0.183092,-0.092967,-0.700335,-0.033949,-0.099934
0.404817,-0.360299,-0.296707,-0.183142,-0.091974,-0.700196,-0.035273,-0.100376
0.406805,-0.361376,-0.297970,-0.183255,-0.090960,-0.700069,-0.036159,-0.100981
0.408812,-0.362435,-0.299224,-0.183332,-0.089952,-0.699931,-0.036874,-0.101530
0.410809,-0.363524,-0.300522,-0.183385,-0.089084,-0.699784,-0.037899,-0.101915
0.412815,-0.364595,-0.301807,-0.183500,-0.088130,-0.699649,-0.039182,-0.102360
